#            configname    selected    
    SCEL8_8_1_1_0_1_0/6           1    
    SCEL8_8_1_1_0_1_0/7           1    
    SCEL8_8_1_1_0_1_0/8           1    
    SCEL8_8_1_1_0_1_0/9           1    
    SCEL8_8_1_1_0_4_3/0           1    
    SCEL8_8_1_1_0_4_3/1           1    
    SCEL8_8_1_1_0_4_3/10          1    
    SCEL8_8_1_1_0_4_3/11          1    
    SCEL8_8_1_1_0_4_3/12          1    
    SCEL8_8_1_1_0_4_3/13          1    
    SCEL8_8_1_1_0_4_3/14          1    
    SCEL8_8_1_1_0_4_3/15          1    
    SCEL8_8_1_1_0_4_3/16          1    
    SCEL8_8_1_1_0_4_3/17          1    
    SCEL8_8_1_1_0_4_3/2           1    
    SCEL8_8_1_1_0_4_3/3           1    
    SCEL8_8_1_1_0_4_3/4           1    
    SCEL8_8_1_1_0_4_3/5           1    
    SCEL8_8_1_1_0_4_3/6           1    
    SCEL8_8_1_1_0_4_3/7           1    
    SCEL8_8_1_1_0_4_3/8           1    
    SCEL8_8_1_1_0_4_3/9           1    
    SCEL8_8_1_1_0_5_2/0           1    
    SCEL8_8_1_1_0_5_2/1           1    
    SCEL8_8_1_1_0_5_2/10          1    
    SCEL8_8_1_1_0_5_2/11          1    
    SCEL8_8_1_1_0_5_2/12          1    
    SCEL8_8_1_1_0_5_2/13          1    
    SCEL8_8_1_1_0_5_2/14          1    
    SCEL8_8_1_1_0_5_2/15          1    
    SCEL8_8_1_1_0_5_2/16          1    
    SCEL8_8_1_1_0_5_2/17          1    
    SCEL8_8_1_1_0_5_2/18          1    
    SCEL8_8_1_1_0_5_2/19          1    
    SCEL8_8_1_1_0_5_2/2           1    
    SCEL8_8_1_1_0_5_2/20          1    
    SCEL8_8_1_1_0_5_2/21          1    
    SCEL8_8_1_1_0_5_2/22          1    
    SCEL8_8_1_1_0_5_2/23          1    
    SCEL8_8_1_1_0_5_2/3           1    
    SCEL8_8_1_1_0_5_2/4           1    
    SCEL8_8_1_1_0_5_2/5           1    
    SCEL8_8_1_1_0_5_2/6           1    
    SCEL8_8_1_1_0_5_2/8           1    
    SCEL8_8_1_1_0_5_2/9           1    
